Sim Name,age_effect,initial_effect,final_effect,mort_effect,prod_effect,fert_effect,pop_diffs_2045_2065,pop_diffs_2026_2100,pop_diffs_2050,total_pop_diff_2050,avg_diff,avg_gdp_pc_diff,discount_rate,NPV,"QALY 20, $B","QALY NPV, $T"
"2nd Gen, low",40,10,20,0.388,0.72,0.0,25.752359774084074,89.55507740856811,1.0502358280467843,1.0502992616625826,497.95671952242446,973.784737567366,0.02,21.872059390059636,208.77449329303957,5.625303987626992
"2nd Gen, low",40,10,20,0.388,0.72,0.0,25.752359774084074,89.55507740856811,1.0502358280467843,1.0502992616625826,497.95671952242446,973.784737567366,0.03,12.747502245100593,208.77449329303957,3.671037615886438
"2nd Gen, low",40,10,20,0.388,0.72,0.0,25.752359774084074,89.55507740856811,1.0502358280467843,1.0502992616625826,497.95671952242446,973.784737567366,0.035,9.92747516207954,208.77449329303957,2.99436603930746
"2nd Gen, low",40,10,20,0.388,0.72,0.0,25.752359774084074,89.55507740856811,1.0502358280467843,1.0502992616625826,497.95671952242446,973.784737567366,0.04,7.826720902489398,208.77449329303957,2.457533617288666
"2nd Gen, low",40,10,20,0.388,0.72,0.0,25.752359774084074,89.55507740856811,1.0502358280467843,1.0502992616625826,497.95671952242446,973.784737567366,0.05,5.029050195842644,208.77449329303957,1.6847106206360842
"2nd Gen, low",40,10,20,0.388,0.72,0.0,25.752359774084074,89.55507740856811,1.0502358280467843,1.0502992616625826,497.95671952242446,973.784737567366,0.06,3.3563568395043286,208.77449329303957,1.1803858275598684
"2nd Gen + OOC, high",40,8,16,0.436,0.72,0.0,32.12732449070674,106.65670118889041,1.4175686585143263,1.4176726938489737,531.9469156989381,912.279022362438,0.01,42.481018254773154,259.2754069515192,10.699292496121316
"2nd Gen + OOC, high",40,8,16,0.436,0.72,0.0,32.12732449070674,106.65670118889041,1.4175686585143263,1.4176726938489737,531.9469156989381,912.279022362438,0.02,23.71812621018566,259.2754069515192,6.910656880283135
"2nd Gen + OOC, high",40,8,16,0.436,0.72,0.0,32.12732449070674,106.65670118889041,1.4175686585143263,1.4176726938489737,531.9469156989381,912.279022362438,0.03,14.065082553834639,259.2754069515192,4.593781145105901
"2nd Gen + OOC, high",40,8,16,0.436,0.72,0.0,32.12732449070674,106.65670118889041,1.4175686585143263,1.4176726938489737,531.9469156989381,912.279022362438,0.035,11.063095860500571,259.2754069515192,3.7840515244813053
"2nd Gen + OOC, high",40,8,16,0.436,0.72,0.0,32.12732449070674,106.65670118889041,1.4175686585143263,1.4176726938489737,531.9469156989381,912.279022362438,0.04,8.81597945457662,259.2754069515192,3.1374434578096886
"2nd Gen + OOC, high",40,8,16,0.436,0.72,0.0,32.12732449070674,106.65670118889041,1.4175686585143263,1.4176726938489737,531.9469156989381,912.279022362438,0.05,5.79884211229103,259.2754069515192,2.197027040528775
"2nd Gen + OOC, high",40,8,16,0.436,0.72,0.0,32.12732449070674,106.65670118889041,1.4175686585143263,1.4176726938489737,531.9469156989381,912.279022362438,0.06,3.970245603127844,259.2754069515192,1.5738299495893275
"2nd Gen + OOC, low",40,8,16,0.388,0.72,0.0,28.52577412929713,94.680474085912,1.2590428257918822,1.2591354070812706,514.7206224891352,956.7993912564555,0.01,40.92480792932369,230.20708790467285,9.49843153627235
"2nd Gen + OOC, low",40,8,16,0.388,0.72,0.0,28.52577412929713,94.680474085912,1.2590428257918822,1.2591354070812706,514.7206224891352,956.7993912564555,0.02,22.880971120547084,230.20708790467285,6.135400200177832
"2nd Gen + OOC, low",40,8,16,0.388,0.72,0.0,28.52577412929713,94.680474085912,1.2590428257918822,1.2591354070812706,514.7206224891352,956.7993912564555,0.03,13.591057091929624,230.20708790467285,4.078705776144737
"2nd Gen + OOC, low",40,8,16,0.388,0.72,0.0,28.52577412929713,94.680474085912,1.2590428257918822,1.2591354070812706,514.7206224891352,956.7993912564555,0.035,10.699922596740418,230.20708790467285,3.3598806698457215
"2nd Gen + OOC, low",40,8,16,0.388,0.72,0.0,28.52577412929713,94.680474085912,1.2590428257918822,1.2591354070812706,514.7206224891352,956.7993912564555,0.04,8.534644608267495,230.20708790467285,2.785849636317481
"2nd Gen + OOC, low",40,8,16,0.388,0.72,0.0,28.52577412929713,94.680474085912,1.2590428257918822,1.2591354070812706,514.7206224891352,956.7993912564555,0.05,5.624933487196516,230.20708790467285,1.9509558139839607
"2nd Gen + OOC, low",40,8,16,0.388,0.72,0.0,28.52577412929713,94.680474085912,1.2590428257918822,1.2591354070812706,514.7206224891352,956.7993912564555,0.06,3.859126175479915,230.20708790467285,1.3976555603720835
"41 the new 40, plus 20%",40,10,20,0.6,0.6,0.6,40.835285567449105,185.996622682274,1.6356184027958158,2.073310985796321,496.04651661627986,524.906663035062,0.01,64.22150566333609,448.57391909832273,24.133061196699124
"41 the new 40, plus 20%",40,10,20,0.6,0.6,0.6,40.835285567449105,185.996622682274,1.6356184027958158,2.073310985796321,496.04651661627986,524.906663035062,0.02,32.69269067850468,448.57391909832273,14.819637731702734
"41 the new 40, plus 20%",40,10,20,0.6,0.6,0.6,40.835285567449105,185.996622682274,1.6356184027958158,2.073310985796321,496.04651661627986,524.906663035062,0.03,17.608813360531194,448.57391909832273,9.35638838167225
"41 the new 40, plus 20%",40,10,20,0.6,0.6,0.6,40.835285567449105,185.996622682274,1.6356184027958158,2.073310985796321,496.04651661627986,524.906663035062,0.035,13.200661447602144,448.57391909832273,7.510764123558356
"41 the new 40, plus 20%",40,10,20,0.6,0.6,0.6,40.835285567449105,185.996622682274,1.6356184027958158,2.073310985796321,496.04651661627986,524.906663035062,0.04,10.033344829905094,448.57391909832273,6.0694610261769135
"41 the new 40, plus 20%",40,10,20,0.6,0.6,0.6,40.835285567449105,185.996622682274,1.6356184027958158,2.073310985796321,496.04651661627986,524.906663035062,0.05,6.026725485070211,448.57391909832273,4.040769628829832
"41 the new 40, plus 20%",40,10,20,0.6,0.6,0.6,40.835285567449105,185.996622682274,1.6356184027958158,2.073310985796321,496.04651661627986,524.906663035062,0.06,3.7926044462779087,448.57391909832273,2.7565771785247564
"41 the new 40, minus 20%",40,10,20,0.4,0.4,0.4,26.98829561906637,123.04174057500111,1.0831498584544514,1.3749373084897718,321.49974772360963,326.54581202521445,0.01,42.39889704742059,297.1207801032101,15.994913504380746
"41 the new 40, minus 20%",40,10,20,0.4,0.4,0.4,26.98829561906637,123.04174057500111,1.0831498584544514,1.3749373084897718,321.49974772360963,326.54581202521445,0.02,21.551029582720822,297.1207801032101,9.821902222183413
"41 the new 40, minus 20%",40,10,20,0.4,0.4,0.4,26.98829561906637,123.04174057500111,1.0831498584544514,1.3749373084897718,321.49974772360963,326.54581202521445,0.03,11.58693119998861,297.1207801032101,6.201011469147421
"41 the new 40, minus 20%",40,10,20,0.4,0.4,0.4,26.98829561906637,123.04174057500111,1.0831498584544514,1.3749373084897718,321.49974772360963,326.54581202521445,0.035,8.677800195394024,297.1207801032101,4.977826681963967
"41 the new 40, minus 20%",40,10,20,0.4,0.4,0.4,26.98829561906637,123.04174057500111,1.0831498584544514,1.3749373084897718,321.49974772360963,326.54581202521445,0.04,6.589003984923609,297.1207801032101,4.02262335499461
"41 the new 40, minus 20%",40,10,20,0.4,0.4,0.4,26.98829561906637,123.04174057500111,1.0831498584544514,1.3749373084897718,321.49974772360963,326.54581202521445,0.05,3.9495988007898184,297.1207801032101,2.678164869693732
"41 the new 40, minus 20%",40,10,20,0.4,0.4,0.4,26.98829561906637,123.04174057500111,1.0831498584544514,1.3749373084897718,321.49974772360963,326.54581202521445,0.06,2.4803326954785274,297.1207801032101,1.827116056891282
"66 the new 65, plus 20%",65,10,20,0.6,0.6,0.6,33.34660256093974,108.85384152718245,1.4194730138300988,1.4194730138300988,397.4016672377182,407.57012429396576,0.01,31.48010194385855,269.36132783306186,10.840915543762492
"66 the new 65, plus 20%",65,10,20,0.6,0.6,0.6,33.34660256093974,108.85384152718245,1.4194730138300988,1.4194730138300988,397.4016672377182,407.57012429396576,0.02,17.366535761227038,269.36132783306186,6.940889981192346
"66 the new 65, plus 20%",65,10,20,0.6,0.6,0.6,33.34660256093974,108.85384152718245,1.4194730138300988,1.4194730138300988,397.4016672377182,407.57012429396576,0.03,10.146589090220578,269.36132783306186,4.565804403381181
"66 the new 65, plus 20%",65,10,20,0.6,0.6,0.6,33.34660256093974,108.85384152718245,1.4194730138300988,1.4194730138300988,397.4016672377182,407.57012429396576,0.035,7.9143404799289865,269.36132783306186,3.7390786550765895
"66 the new 65, plus 20%",65,10,20,0.6,0.6,0.6,33.34660256093974,108.85384152718245,1.4194730138300988,1.4194730138300988,397.4016672377182,407.57012429396576,0.04,6.250820672646808,269.36132783306186,3.080894864625437
"66 the new 65, plus 20%",65,10,20,0.6,0.6,0.6,33.34660256093974,108.85384152718245,1.4194730138300988,1.4194730138300988,397.4016672377182,407.57012429396576,0.05,4.03378377315711,269.36132783306186,2.1284305845348803
"66 the new 65, plus 20%",65,10,20,0.6,0.6,0.6,33.34660256093974,108.85384152718245,1.4194730138300988,1.4194730138300988,397.4016672377182,407.57012429396576,0.06,2.706350399609842,269.36132783306186,1.5023074425846106
"66 the new 65, minus 20%",65,10,20,0.4,0.4,0.4,22.001813016300158,71.70814629505345,0.9391223995720339,0.9391223995720338,256.02883202681426,248.83903203855846,0.01,20.636975093316245,177.7010220945479,7.143499162469004
"66 the new 65, minus 20%",65,10,20,0.4,0.4,0.4,22.001813016300158,71.70814629505345,0.9391223995720339,0.9391223995720338,256.02883202681426,248.83903203855846,0.02,11.36499689472034,177.7010220945479,4.5750240243995055
"66 the new 65, minus 20%",65,10,20,0.4,0.4,0.4,22.001813016300158,71.70814629505345,0.9391223995720339,0.9391223995720338,256.02883202681426,248.83903203855846,0.03,6.62783648822581,177.7010220945479,3.0105016191794336
"66 the new 65, minus 20%",65,10,20,0.4,0.4,0.4,22.001813016300158,71.70814629505345,0.9391223995720339,0.9391223995720338,256.02883202681426,248.83903203855846,0.035,5.164902054411943,177.7010220945479,2.465816071972463
"66 the new 65, minus 20%",65,10,20,0.4,0.4,0.4,22.001813016300158,71.70814629505345,0.9391223995720339,0.9391223995720338,256.02883202681426,248.83903203855846,0.04,4.075555995013975,177.7010220945479,2.032117595332872
"66 the new 65, minus 20%",65,10,20,0.4,0.4,0.4,22.001813016300158,71.70814629505345,0.9391223995720339,0.9391223995720338,256.02883202681426,248.83903203855846,0.05,2.6254670338027934,177.7010220945479,1.404383673287459
"66 the new 65, minus 20%",65,10,20,0.4,0.4,0.4,22.001813016300158,71.70814629505345,0.9391223995720339,0.9391223995720338,256.02883202681426,248.83903203855846,0.06,1.7587049116650282,177.7010220945479,0.991609143420362
