Sim Name,age_effect,initial_effect,final_effect,mort_effect,prod_effect,fert_effect,pop_diffs_2045_2065,pop_diffs_2026_2100,pop_diffs_2050,total_pop_diff_2050,avg_diff,avg_gdp_pc_diff,discount_rate,NPV,"QALY 20, $B","QALY NPV, $T"
2nd Gen,40,10,20,0.41,0.72,0.0,27.238783908174412,94.73912333940804,1.110598325664858,1.1106653561943236,505.038836108136,954.9683433646527,0.035,10.082707089437113,220.82701296110972,3.1673820962053436
2nd Gen,40,10,20,0.41,0.72,0.0,27.238783908174412,94.73912333940804,1.110598325664858,1.1106653561943236,505.038836108136,954.9683433646527,0.04,7.945753693865775,220.82701296110972,2.599489955490569
2nd Gen,40,10,20,0.41,0.72,0.0,27.238783908174412,94.73912333940804,1.110598325664858,1.1106653561943236,505.038836108136,954.9683433646527,0.05,5.1010180769178675,220.82701296110972,1.7819684491726118
2nd Gen,40,10,20,0.41,0.72,0.0,27.238783908174412,94.73912333940804,1.110598325664858,1.1106653561943236,505.038836108136,954.9683433646527,0.06,3.401246709566214,220.82701296110972,1.248488749986781
2nd Gen + OOC,40,8,16,0.41,0.72,0.0,30.17445516195587,100.16220204706077,1.331623455381073,1.3317212864223464,522.6102256960739,936.4267271798509,0.01,41.63742179758228,243.5135938553233,10.048103381865822
2nd Gen + OOC,40,8,16,0.41,0.72,0.0,30.17445516195587,100.16220204706077,1.331623455381073,1.3317212864223464,522.6102256960739,936.4267271798509,0.02,23.264319837563228,243.5135938553233,6.490271419059497
2nd Gen + OOC,40,8,16,0.41,0.72,0.0,30.17445516195587,100.16220204706077,1.331623455381073,1.3317212864223464,522.6102256960739,936.4267271798509,0.03,13.808121074354924,243.5135938553233,4.314488245366168
2nd Gen + OOC,40,8,16,0.41,0.72,0.0,30.17445516195587,100.16220204706077,1.331623455381073,1.3317212864223464,522.6102256960739,936.4267271798509,0.035,10.866224223366093,243.5135938553233,3.554053987222286
2nd Gen + OOC,40,8,16,0.41,0.72,0.0,30.17445516195587,100.16220204706077,1.331623455381073,1.3317212864223464,522.6102256960739,936.4267271798509,0.04,8.663469697300139,243.5135938553233,2.946802266417022
2nd Gen + OOC,40,8,16,0.41,0.72,0.0,30.17445516195587,100.16220204706077,1.331623455381073,1.3317212864223464,522.6102256960739,936.4267271798509,0.05,5.704563693565273,243.5135938553233,2.063606570771578
2nd Gen + OOC,40,8,16,0.41,0.72,0.0,30.17445516195587,100.16220204706077,1.331623455381073,1.3317212864223464,522.6102256960739,936.4267271798509,0.06,3.9100018955471407,243.5135938553233,1.4783107890479465
41 the new 40,40,10,20,0.5,0.5,0.5,33.88160745351288,154.39599117713124,1.358460384925954,1.7231994507107562,408.3826191501533,425.3887899137335,0.01,53.272382602543765,372.59982812247716,20.051912067304382
41 the new 40,40,10,20,0.5,0.5,0.5,33.88160745351288,154.39599117713124,1.358460384925954,1.7231994507107562,408.3826191501533,425.3887899137335,0.02,27.10181696077378,372.59982812247716,12.313324327320052
41 the new 40,40,10,20,0.5,0.5,0.5,33.88160745351288,154.39599117713124,1.358460384925954,1.7231994507107562,408.3826191501533,425.3887899137335,0.03,14.586633937431007,372.59982812247716,7.773994357497793
41 the new 40,40,10,20,0.5,0.5,0.5,33.88160745351288,154.39599117713124,1.358460384925954,1.7231994507107562,408.3826191501533,425.3887899137335,0.035,10.93064160847337,372.59982812247716,6.240520948927843
41 the new 40,40,10,20,0.5,0.5,0.5,33.88160745351288,154.39599117713124,1.358460384925954,1.7231994507107562,408.3826191501533,425.3887899137335,0.04,8.304524255986031,372.59982812247716,5.042997092062811
41 the new 40,40,10,20,0.5,0.5,0.5,33.88160745351288,154.39599117713124,1.358460384925954,1.7231994507107562,408.3826191501533,425.3887899137335,0.05,4.984028903162839,372.59982812247716,3.3574520994506893
41 the new 40,40,10,20,0.5,0.5,0.5,33.88160745351288,154.39599117713124,1.358460384925954,1.7231994507107562,408.3826191501533,425.3887899137335,0.06,3.133786470321824,372.59982812247716,2.290484954658135
66 the new 65,65,10,20,0.5,0.5,0.5,27.64477463353931,90.16994711525362,1.1783826528464794,1.1783826528464794,326.3623315072252,327.9341244949139,0.01,26.029114596116262,223.29059946145372,8.98140813039334
66 the new 65,65,10,20,0.5,0.5,0.5,27.64477463353931,90.16994711525362,1.1783826528464794,1.1783826528464794,326.3623315072252,327.9341244949139,0.02,14.349738196135291,223.29059946145372,5.751227061527966
66 the new 65,65,10,20,0.5,0.5,0.5,27.64477463353931,90.16994711525362,1.1783826528464794,1.1783826528464794,326.3623315072252,327.9341244949139,0.03,8.377984395137043,223.29059946145372,3.7838563545097905
66 the new 65,65,10,20,0.5,0.5,0.5,27.64477463353931,90.16994711525362,1.1783826528464794,1.1783826528464794,326.3623315072252,327.9341244949139,0.035,6.5324784498172,223.29059946145372,3.0989841803828693
66 the new 65,65,10,20,0.5,0.5,0.5,27.64477463353931,90.16994711525362,1.1783826528464794,1.1783826528464794,326.3623315072252,327.9341244949139,0.04,5.157590346840224,223.29059946145372,2.553699204986421
66 the new 65,65,10,20,0.5,0.5,0.5,27.64477463353931,90.16994711525362,1.1783826528464794,1.1783826528464794,326.3623315072252,327.9341244949139,0.05,3.3260657625901224,223.29059946145372,1.764533262329458
66 the new 65,65,10,20,0.5,0.5,0.5,27.64477463353931,90.16994711525362,1.1783826528464794,1.1783826528464794,326.3623315072252,327.9341244949139,0.06,2.2301688628130676,223.29059946145372,1.2456820996105404
